offset,offset_hex,opcode,width,value,actor_kind,operand_hex
5,0x5,37,1,31,eActorEnum_candidate,1F
9,0x9,37,1,33,eActorEnum_candidate,21
369,0x171,37,1,15,eActorEnum_candidate,0F
600,0x258,37,1,48,eActorEnum_candidate,30
767,0x2FF,37,1,13,eActorEnum_candidate,0D
793,0x319,37,1,12,eActorEnum_candidate,0C
1709,0x6AD,65,2,16385,,40 01
1847,0x737,65,2,1000,eActorEnum_candidate,03 E8
2100,0x834,65,2,16385,,40 01
2294,0x8F6,65,2,1024,eActorEnum_candidate,04 00
3410,0xD52,37,1,12,eActorEnum_candidate,0C
3464,0xD88,37,1,8,eActorEnum_candidate,08
5932,0x172C,37,1,52,eActorEnum_candidate,34
6126,0x17EE,37,1,83,eActorEnum_candidate,53
6229,0x1855,37,1,8,eActorEnum_candidate,08
6315,0x18AB,37,1,51,eActorEnum_candidate,33
6412,0x190C,37,1,50,eActorEnum_candidate,32
6592,0x19C0,37,1,82,eActorEnum_candidate,52
6693,0x1A25,37,1,62,eActorEnum_candidate,3E
6799,0x1A8F,37,1,9,eActorEnum_candidate,09
6907,0x1AFB,37,1,95,eActorEnum_candidate,5F
7023,0x1B6F,37,1,30,eActorEnum_candidate,1E
7127,0x1BD7,37,1,94,eActorEnum_candidate,5E
7239,0x1C47,37,1,75,eActorEnum_candidate,4B
7337,0x1CA9,37,1,60,eActorEnum_candidate,3C
7435,0x1D0B,37,1,84,eActorEnum_candidate,54
7547,0x1D7B,37,1,11,eActorEnum_candidate,0B
7662,0x1DEE,37,1,73,eActorEnum_candidate,49
7768,0x1E58,37,1,74,eActorEnum_candidate,4A
7870,0x1EBE,37,1,53,eActorEnum_candidate,35
7974,0x1F26,37,1,36,eActorEnum_candidate,24
8091,0x1F9B,37,1,29,eActorEnum_candidate,1D
8210,0x2012,37,1,40,eActorEnum_candidate,28
8313,0x2079,37,1,61,eActorEnum_candidate,3D
8422,0x20E6,37,1,85,eActorEnum_candidate,55
8524,0x214C,37,1,54,eActorEnum_candidate,36
8643,0x21C3,37,1,21,eActorEnum_candidate,15
8652,0x21CC,37,1,12,eActorEnum_candidate,0C
8777,0x2249,37,1,86,eActorEnum_candidate,56
8888,0x22B8,37,1,42,eActorEnum_candidate,2A
8990,0x231E,37,1,35,eActorEnum_candidate,23
9109,0x2395,37,1,27,eActorEnum_candidate,1B
9224,0x2408,37,1,10,eActorEnum_candidate,0A
9320,0x2468,37,1,64,eActorEnum_candidate,40
9435,0x24DB,37,1,28,eActorEnum_candidate,1C
9542,0x2546,37,1,55,eActorEnum_candidate,37
9661,0x25BD,37,1,41,eActorEnum_candidate,29
9766,0x2626,37,1,76,eActorEnum_candidate,4C
9874,0x2692,37,1,26,eActorEnum_candidate,1A
9981,0x26FD,37,1,12,eActorEnum_candidate,0C
10018,0x2722,37,1,78,eActorEnum_candidate,4E
10055,0x2747,37,1,89,eActorEnum_candidate,59
10092,0x276C,37,1,63,eActorEnum_candidate,3F
10129,0x2791,37,1,90,eActorEnum_candidate,5A
10166,0x27B6,37,1,34,eActorEnum_candidate,22
10175,0x27BF,37,1,8,eActorEnum_candidate,08
10204,0x27DC,37,1,43,eActorEnum_candidate,2B
10241,0x2801,37,1,97,eActorEnum_candidate,61
10278,0x2826,37,1,44,eActorEnum_candidate,2C
10315,0x284B,37,1,72,eActorEnum_candidate,48
10324,0x2854,37,1,12,eActorEnum_candidate,0C
10353,0x2871,37,1,24,eActorEnum_candidate,18
10362,0x287A,37,1,15,eActorEnum_candidate,0F
10391,0x2897,37,1,57,eActorEnum_candidate,39
10428,0x28BC,37,1,31,eActorEnum_candidate,1F
10465,0x28E1,37,1,22,eActorEnum_candidate,16
10474,0x28EA,37,1,13,eActorEnum_candidate,0D
10503,0x2907,37,1,39,eActorEnum_candidate,27
10540,0x292C,37,1,65,eActorEnum_candidate,41
10577,0x2951,37,1,67,eActorEnum_candidate,43
10614,0x2976,37,1,98,eActorEnum_candidate,62
10651,0x299B,37,1,37,eActorEnum_candidate,25
10688,0x29C0,37,1,45,eActorEnum_candidate,2D
10725,0x29E5,37,1,18,eActorEnum_candidate,12
10734,0x29EE,37,1,9,eActorEnum_candidate,09
10763,0x2A0B,37,1,15,eActorEnum_candidate,0F
10800,0x2A30,37,1,70,eActorEnum_candidate,46
10809,0x2A39,37,1,10,eActorEnum_candidate,0A
10838,0x2A56,37,1,17,eActorEnum_candidate,11
10847,0x2A5F,37,1,8,eActorEnum_candidate,08
10876,0x2A7C,37,1,68,eActorEnum_candidate,44
10885,0x2A85,37,1,8,eActorEnum_candidate,08
10914,0x2AA2,37,1,14,eActorEnum_candidate,0E
10951,0x2AC7,37,1,81,eActorEnum_candidate,51
10960,0x2AD0,37,1,8,eActorEnum_candidate,08
10989,0x2AED,37,1,91,eActorEnum_candidate,5B
11026,0x2B12,37,1,20,eActorEnum_candidate,14
11035,0x2B1B,37,1,11,eActorEnum_candidate,0B
11064,0x2B38,37,1,80,eActorEnum_candidate,50
11101,0x2B5D,37,1,46,eActorEnum_candidate,2E
11138,0x2B82,37,1,93,eActorEnum_candidate,5D
11147,0x2B8B,37,1,9,eActorEnum_candidate,09
11176,0x2BA8,37,1,87,eActorEnum_candidate,57
11213,0x2BCD,37,1,48,eActorEnum_candidate,30
11222,0x2BD6,37,1,8,eActorEnum_candidate,08
11251,0x2BF3,37,1,58,eActorEnum_candidate,3A
11288,0x2C18,37,1,19,eActorEnum_candidate,13
11297,0x2C21,37,1,10,eActorEnum_candidate,0A
11326,0x2C3E,37,1,69,eActorEnum_candidate,45
11335,0x2C47,37,1,9,eActorEnum_candidate,09
11364,0x2C64,37,1,59,eActorEnum_candidate,3B
11401,0x2C89,37,1,66,eActorEnum_candidate,42
11438,0x2CAE,37,1,71,eActorEnum_candidate,47
11447,0x2CB7,37,1,11,eActorEnum_candidate,0B
11476,0x2CD4,37,1,16,eActorEnum_candidate,10
11513,0x2CF9,37,1,38,eActorEnum_candidate,26
11550,0x2D1E,37,1,13,eActorEnum_candidate,0D
11587,0x2D43,37,1,77,eActorEnum_candidate,4D
11624,0x2D68,37,1,32,eActorEnum_candidate,20
11661,0x2D8D,37,1,56,eActorEnum_candidate,38
11698,0x2DB2,37,1,33,eActorEnum_candidate,21
11735,0x2DD7,37,1,79,eActorEnum_candidate,4F
11772,0x2DFC,37,1,47,eActorEnum_candidate,2F
11809,0x2E21,37,1,88,eActorEnum_candidate,58
11846,0x2E46,37,1,92,eActorEnum_candidate,5C
11855,0x2E4F,37,1,8,eActorEnum_candidate,08
11884,0x2E6C,37,1,23,eActorEnum_candidate,17
11893,0x2E75,37,1,14,eActorEnum_candidate,0E
11922,0x2E92,37,1,25,eActorEnum_candidate,19
11931,0x2E9B,37,1,16,eActorEnum_candidate,10
11960,0x2EB8,37,1,49,eActorEnum_candidate,31
11969,0x2EC1,37,1,9,eActorEnum_candidate,09
11998,0x2EDE,37,1,96,eActorEnum_candidate,60
12024,0x2EF8,65,2,1024,eActorEnum_candidate,04 00
12041,0x2F09,65,2,1024,eActorEnum_candidate,04 00
12058,0x2F1A,65,2,1024,eActorEnum_candidate,04 00
12075,0x2F2B,65,2,1024,eActorEnum_candidate,04 00
12113,0x2F51,37,1,12,eActorEnum_candidate,0C
12640,0x3160,65,2,4096,,10 00
12682,0x318A,37,1,15,eActorEnum_candidate,0F
12687,0x318F,65,2,256,eActorEnum_candidate,01 00
12808,0x3208,37,1,11,eActorEnum_candidate,0B
12820,0x3214,37,1,14,eActorEnum_candidate,0E
12832,0x3220,37,1,18,eActorEnum_candidate,12
12844,0x322C,37,1,22,eActorEnum_candidate,16
12878,0x324E,38,2,4382,,11 1E
12906,0x326A,37,1,13,eActorEnum_candidate,0D
